Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Mutant 1	Peptides Mutant 2	Peptides WT	Razor + unique peptides Mutant 1	Razor + unique peptides Mutant 2	Razor + unique peptides WT	Unique peptides Mutant 1	Unique peptides Mutant 2	Unique peptides WT	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Q-value	Score	Identification type Mutant 1	Identification type Mutant 2	Identification type WT	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 Mutant 1	Reporter intensity corrected 1 Mutant 1	Reporter intensity corrected 2 Mutant 1	Reporter intensity corrected 3 Mutant 1	Reporter intensity corrected 4 Mutant 1	Reporter intensity corrected 5 Mutant 1	Reporter intensity corrected 6 Mutant 1	Reporter intensity corrected 7 Mutant 1	Reporter intensity corrected 8 Mutant 1	Reporter intensity corrected 9 Mutant 1	Reporter intensity corrected 0 Mutant 2	Reporter intensity corrected 1 Mutant 2	Reporter intensity corrected 2 Mutant 2	Reporter intensity corrected 3 Mutant 2	Reporter intensity corrected 4 Mutant 2	Reporter intensity corrected 5 Mutant 2	Reporter intensity corrected 6 Mutant 2	Reporter intensity corrected 7 Mutant 2	Reporter intensity corrected 8 Mutant 2	Reporter intensity corrected 9 Mutant 2	Reporter intensity corrected 0 WT	Reporter intensity corrected 1 WT	Reporter intensity corrected 2 WT	Reporter intensity corrected 3 WT	Reporter intensity corrected 4 WT	Reporter intensity corrected 5 WT	Reporter intensity corrected 6 WT	Reporter intensity corrected 7 WT	Reporter intensity corrected 8 WT	Reporter intensity corrected 9 WT	Reporter intensity 0 Mutant 1	Reporter intensity 1 Mutant 1	Reporter intensity 2 Mutant 1	Reporter intensity 3 Mutant 1	Reporter intensity 4 Mutant 1	Reporter intensity 5 Mutant 1	Reporter intensity 6 Mutant 1	Reporter intensity 7 Mutant 1	Reporter intensity 8 Mutant 1	Reporter intensity 9 Mutant 1	Reporter intensity 0 Mutant 2	Reporter intensity 1 Mutant 2	Reporter intensity 2 Mutant 2	Reporter intensity 3 Mutant 2	Reporter intensity 4 Mutant 2	Reporter intensity 5 Mutant 2	Reporter intensity 6 Mutant 2	Reporter intensity 7 Mutant 2	Reporter intensity 8 Mutant 2	Reporter intensity 9 Mutant 2	Reporter intensity 0 WT	Reporter intensity 1 WT	Reporter intensity 2 WT	Reporter intensity 3 WT	Reporter intensity 4 WT	Reporter intensity 5 WT	Reporter intensity 6 WT	Reporter intensity 7 WT	Reporter intensity 8 WT	Reporter intensity 9 WT	Reporter intensity count 0 Mutant 1	Reporter intensity count 1 Mutant 1	Reporter intensity count 2 Mutant 1	Reporter intensity count 3 Mutant 1	Reporter intensity count 4 Mutant 1	Reporter intensity count 5 Mutant 1	Reporter intensity count 6 Mutant 1	Reporter intensity count 7 Mutant 1	Reporter intensity count 8 Mutant 1	Reporter intensity count 9 Mutant 1	Reporter intensity count 0 Mutant 2	Reporter intensity count 1 Mutant 2	Reporter intensity count 2 Mutant 2	Reporter intensity count 3 Mutant 2	Reporter intensity count 4 Mutant 2	Reporter intensity count 5 Mutant 2	Reporter intensity count 6 Mutant 2	Reporter intensity count 7 Mutant 2	Reporter intensity count 8 Mutant 2	Reporter intensity count 9 Mutant 2	Reporter intensity count 0 WT	Reporter intensity count 1 WT	Reporter intensity count 2 WT	Reporter intensity count 3 WT	Reporter intensity count 4 WT	Reporter intensity count 5 WT	Reporter intensity count 6 WT	Reporter intensity count 7 WT	Reporter intensity count 8 WT	Reporter intensity count 9 WT	Sequence coverage Mutant 1 [%]	Sequence coverage Mutant 2 [%]	Sequence coverage WT [%]	Intensity	Intensity Mutant 1	Intensity Mutant 2	Intensity WT	iBAQ	iBAQ Mutant 1	iBAQ Mutant 2	iBAQ WT	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	HexNAc (ST) site IDs	Oxidation (M) site IDs	HexNAc (ST) site positions	Oxidation (M) site positions
Q8SZA8	Q8SZA8	1	1	1			tr|Q8SZA8|Q8SZA8_DROME Ferredoxin 2 OS=Drosophila melanogaster OX=7227 GN=Fdx2 PE=1 SV=1	1	1	1	1	0	1	1	0	1	1	0	1	1	15.8	15.8	15.8	16.407	152	152	2	1		1	0	18.721		By MS/MS	By MS/MS	12514	10288	5792.8	308.5	2759.6	3758.9	9824	3669.9	4773.8	1856.4	11816	9662	6195.6	969.91	3074.6	3615.6	9522.5	3740.5	4924.5	1832.9	2	2	2	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	5638.2	1789.4	3403.3	308.5	1505.3	2328.4	2511.5	2636	4208.9	301.62	6875.5	8498.9	2389.5	0	1254.3	1430.6	7312.5	1033.9	564.93	1554.7	0	0	0	0	0	0	0	0	0	0	5326.8	1681.9	3534.1	439.59	1655.4	2248.1	2554.7	2641.3	4080.9	345.02	6489.2	7980.1	2661.5	530.32	1419.2	1367.5	6967.8	1099.3	843.6	1487.9	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	15.8	15.8	5822900	0	1902400	3920500	970490	0	317070	653420	2				206	260	True	286	1010;1011	821;822	821		147		112
Q8SZB7	Q8SZB7	1	1	1			tr|Q8SZB7|Q8SZB7_DROME RE07960p OS=Drosophila melanogaster OX=7227 GN=BcDNA:RE07960 PE=1 SV=1	1	1	1	1	0	0	1	0	0	1	0	0	1	8	8	8	24.807	224	224	1	1			0	11.731			By MS/MS	5292.2	5852.8	2251.1	1794.2	1712.7	1999.2	7088.6	878.82	0	1730	4996.4	5505.8	2445.1	2093.2	1839.2	1984	6763.3	977.07	0	1649.3	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5292.2	5852.8	2251.1	1794.2	1712.7	1999.2	7088.6	878.82	0	1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4996.4	5505.8	2445.1	2093.2	1839.2	1984	6763.3	977.07	0	1649.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	8	1810100	0	0	1810100	181010	0	0	181010	1				207	272	True	298	1056	855	855				
Q8T465	Q8T465	1	1	1			tr|Q8T465|Q8T465_DROME AT13777p OS=Drosophila melanogaster OX=7227 GN=CG12861 PE=2 SV=1	1	1	1	1	0	1	0	0	1	0	0	1	0	4.6	4.6	4.6	28.004	239	239	3			1	0.0075758	5.5123		By MS/MS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0	1				208	216	True	241	875	719	719				
Q94523	Q94523	1	1	1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SdhA	sp|Q94523|SDHA_DROME Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Drosophila melanogaster OX=7227 GN=SdhA PE=2 SV=3	1	1	1	1	1	1	1	1	1	1	1	1	1	2.1	2.1	2.1	72.342	661	661	2	1	1	1	0	13.837	By matching	By MS/MS	By MS/MS	1048.2	1910.7	448.69	82.975	239.7	189.93	1115.6	478.56	0	185.61	989.65	1794.5	485.36	153.73	247.63	182.11	1063	474.44	0	181.06	2	2	2	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	218.92	682.94	326.58	0	0	189.93	0	206.85	0	0	829.32	1227.7	122.1	82.975	239.7	0	1115.6	271.71	0	185.61	0	0	0	0	0	0	0	0	0	0	207.56	641.26	318.66	0	0	182.11	0	206.83	0	0	782.1	1153.3	166.7	153.73	247.63	0	1063	267.6	0	181.06	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	2.1	2.1	2.1	3309500	552160	973140	1784200	91931	15338	27032	49562	2				209	242	True	268	954;955;956	783;784	783				
Q94911	Q94911	1	1	1		gag	tr|Q94911|Q94911_DROME Gag (Fragment) OS=Drosophila melanogaster OX=7227 GN=gag PE=4 SV=1	1	1	1	1	1	0	0	1	0	0	1	0	0	11.9	11.9	11.9	14.965	143	143	2		1		0.0082988	5.5596	By MS/MS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9	0	0	0	0	0	0	0	0	0	0	1				210	218	True	243	878	722	722				
Q95083	Q95083	1	1	1	Proteasome subunit alpha type-5	Prosalpha5	sp|Q95083|PSA5_DROME Proteasome subunit alpha type-5 OS=Drosophila melanogaster OX=7227 GN=Prosalpha5 PE=2 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	4.9	4.9	4.9	26.883	244	244	2	2	2	2	0	83.534	By MS/MS	By MS/MS	By MS/MS	18861	14811	9617.5	2981.6	9077.7	11273	87869	20554	12279	13103	17813	13924	10358	3809.4	10287	11071	83589	20653	15322	12814	4	4	4	3	4	4	4	4	4	4	1117.3	1363.3	1495.1	0	1874.7	1502.3	2893.2	3137.4	2025.4	1556.8	719.52	1357.7	1331.9	127.37	1077.2	1282.9	1448.2	2918	3933.4	742.38	17024	12090	6790.5	2854.3	6125.7	8488.2	83528	14499	6320.6	10804	1058.7	1280.1	1490.3	0	1893.6	1462.3	2872.3	3130.6	2035.2	1538.5	683.14	1275.6	1303.6	224.43	1115.8	1256.2	1524.4	2885.9	3775.7	766.58	16071	11369	7563.8	3584.9	7277.2	8352.3	79193	14636	9511.1	10508	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	4.9	4.9	4.9	16016000	1863300	1742100	12411000	1334700	155270	145170	1034200	4				211	240	True	266	940;941;942;943;944;945	773;774;775;776	774				
Q9VEP6;Q95SP9	Q9VEP6;Q95SP9	1;1	1;1	1;1	Adenylosuccinate lyase	AdSL	tr|Q9VEP6|Q9VEP6_DROME Adenylosuccinate lyase OS=Drosophila melanogaster OX=7227 GN=AdSL PE=1 SV=1;tr|Q95SP9|Q95SP9_DROME Adenylosuccinate lyase OS=Drosophila melanogaster OX=7227 GN=AdSL PE=2 SV=1	2	1	1	1	0	0	1	0	0	1	0	0	1	4	4	4	53.797	481	481;481	1	1			0	23.021			By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1				212	219	True	244	879	723	723				
Q9VVA1;Q95TG1	Q9VVA1;Q95TG1	1;1	1;1	1;1		CG9706-RA;CG9706	tr|Q9VVA1|Q9VVA1_DROME CG9706, isoform A OS=Drosophila melanogaster OX=7227 GN=Dmel\CG9706 PE=1 SV=1;tr|Q95TG1|Q95TG1_DROME SD08430p OS=Drosophila melanogaster OX=7227 GN=CG9706 PE=2 SV=1	2	1	1	1	0	1	0	0	1	0	0	1	0	2.7	2.7	2.7	59.148	525	525;525	3			1	0.0079681	5.5316		By MS/MS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	1				213	255	True	281	993	810	810				
Q9VGZ2;Q95TW1	Q9VGZ2;Q95TW1	1;1	1;1	1;1		Rrp46	tr|Q9VGZ2|Q9VGZ2_DROME FI06805p OS=Drosophila melanogaster OX=7227 GN=Rrp46 PE=1 SV=3;tr|Q95TW1|Q95TW1_DROME GM01970p OS=Drosophila melanogaster OX=7227 GN=Rrp46 PE=2 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	8.6	8.6	8.6	25.738	233	233;233	2	1	1	1	0	23.165	By matching	By matching	By MS/MS	4875.8	6994	3552.3	1815.5	2916.4	3077.7	12923	2636.2	1135.4	1454.2	4608.8	6577.4	3664.1	2200.4	3127.5	3025.8	12351	2705.2	1620.3	1430.3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4875.8	6994	3552.3	1815.5	2916.4	3077.7	12923	2636.2	1135.4	1454.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4608.8	6577.4	3664.1	2200.4	3127.5	3025.8	12351	2705.2	1620.3	1430.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	8.6	8.6	8.6	3679100	841560	820820	2016700	367910	84156	82082	201670	1				214	33	True	38	121;122;123	109	109				
Q9VHW4;Q960B1	Q9VHW4;Q960B1	2;2	2;2	2;2		unc-45	tr|Q9VHW4|Q9VHW4_DROME FI21225p1 OS=Drosophila melanogaster OX=7227 GN=unc-45 PE=1 SV=1;tr|Q960B1|Q960B1_DROME SD10334p OS=Drosophila melanogaster OX=7227 GN=unc-45 PE=1 SV=1	2	2	2	2	1	1	1	1	1	1	1	1	1	3.2	3.2	3.2	105.05	947	947;947	2	1	1	1	0	19.061	By MS/MS	By MS/MS	By MS/MS	9889.7	8283.3	4871.7	1504.2	1125.7	1175.2	3231.8	474.52	576.46	960.23	9339.3	7786.4	5152.1	1914.5	1390.8	1181.7	3101.1	532.06	681.41	915.15	3	3	3	2	3	1	1	1	1	1	633.94	629.29	287.66	0	148.94	0	0	0	0	0	1181.8	1031.3	878.26	88.302	157.62	0	0	0	0	0	8073.9	6622.8	3705.8	1415.9	819.11	1175.2	3231.8	474.52	576.46	960.23	598.57	590.88	307.59	0	157.23	0	0	0	0	0	1117.1	968.83	892.69	146.8	200.28	0	0	0	0	0	7623.6	6226.6	3951.8	1767.7	1033.3	1181.7	3101.1	532.06	681.41	915.15	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1.4	1.4	1.8	4174800	830820	1606400	1737600	78769	15676	30309	32785	3				215	142;162	True;True	158;181	572;668;669	466;545;546	466;546		148;149		235;872
X2JE40;X2JKQ8;X2JC83;Q9VXE3;Q9U779;Q961D4	X2JE40;X2JKQ8;X2JC83;Q9VXE3;Q9U779;Q961D4	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Rho-associated protein kinase	Rok	tr|X2JE40|X2JE40_DROME Rho kinase, isoform C OS=Drosophila melanogaster OX=7227 GN=Rok PE=1 SV=1;tr|X2JKQ8|X2JKQ8_DROME Rho kinase, isoform D OS=Drosophila melanogaster OX=7227 GN=Rok PE=1 SV=1;tr|X2JC83|X2JC83_DROME Rho kinase, isoform B OS=Drosophila mel	6	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	158.6	1374	1374;1381;1381;1390;1390;1390	2	1		1	0.0042373	5.6787		By matching	By MS/MS	6822.9	8202.8	3263.9	1845.8	6936.9	6144.6	27046	2909.1	715.1	11400	6442.9	7712.7	3574.1	2352.2	7082.2	5948	25844	3387	1822.3	10802	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6822.9	8202.8	3263.9	1845.8	6936.9	6144.6	27046	2909.1	715.1	11400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6442.9	7712.7	3574.1	2352.2	7082.2	5948	25844	3387	1822.3	10802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	45841000	0	13795000	32046000	627970	0	188970	438990	1				216	326	True	356	1228;1229	1007	1007	8;14		914;919	
Q961N7;Q9VKW5	Q961N7;Q9VKW5	1;1	1;1	1;1		CG5355	tr|Q961N7|Q961N7_DROME GH13952p OS=Drosophila melanogaster OX=7227 GN=CG5355 PE=2 SV=1;tr|Q9VKW5|Q9VKW5_DROME CG5355 OS=Drosophila melanogaster OX=7227 GN=Dmel\CG5355 PE=1 SV=2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	73.13	639	639;756	2	1	2	1	0	14.614	By MS/MS	By MS/MS	By MS/MS	10013	9871.3	6770.2	1248.9	4770	2657.8	7020.3	2620.9	2070	1177	9462.5	9275.9	6983.3	1759.2	4985.8	2602.9	6887.5	2665.9	2252.4	1152.7	4	4	4	3	4	4	3	4	3	2	3868	2101.1	2024.6	188.61	1303.3	697.98	906.29	1395.1	788.13	735.7	2990.2	3795	3254.2	97.848	1836.2	904.01	1150.5	289.04	1140.3	0	3154.5	3975.2	1491.3	962.47	1630.5	1055.8	4963.6	936.8	141.52	441.31	3653.2	1973.9	2135.1	246.52	1359.4	687.01	923.42	1394.5	782.66	715.52	2830.5	3564	3243	339.07	1937.4	862.44	1203.8	313.76	1125.6	0	2978.7	3738	1605.3	1173.6	1689	1053.5	4760.4	957.59	344.15	437.23	2	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3	3	3	12163000	3439200	5088300	3635400	328730	92951	137520	98254	4				217	409	True	446	1535;1536;1537;1538	1247;1248;1249;1250	1250				
Q9GU68	Q9GU68	2	2	2	Eukaryotic translation initiation factor 5A	eIF-5A	sp|Q9GU68|IF5A_DROME Eukaryotic translation initiation factor 5A OS=Drosophila melanogaster OX=7227 GN=eEF5 PE=2 SV=2	1	2	2	2	1	1	2	1	1	2	1	1	2	15.7	15.7	15.7	17.591	159	159	1.75	2	1	1	0	30.141	By matching	By matching	By MS/MS	6971.1	9072.1	3623.1	3997.3	2199.4	3373.2	9122.6	1195.2	220.85	764.78	6583.9	8541.1	3836.4	4404	2405.5	3383.1	8709.8	1306.3	479.35	747.79	2	2	2	2	2	2	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6971.1	9072.1	3623.1	3997.3	2199.4	3373.2	9122.6	1195.2	220.85	764.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6583.9	8541.1	3836.4	4404	2405.5	3383.1	8709.8	1306.3	479.35	747.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	1	2	15.1	15.1	15.7	17007000	1372400	3039800	12595000	1546100	124770	276350	1145000	2				218	73;309	True;True	83;337	278;279;280;1171	218;955	218;955		150		104
Q9VPY2;Q9GUB1	Q9VPY2;Q9GUB1	1;1	1;1	1;1		Plap	tr|Q9VPY2|Q9VPY2_DROME Phospholipase A2 activator protein, isoform A OS=Drosophila melanogaster OX=7227 GN=Plap PE=1 SV=1;tr|Q9GUB1|Q9GUB1_DROME Phospholipase A2 activating protein homolog OS=Drosophila melanogaster OX=7227 GN=Plap PE=2 SV=1	2	1	1	1	0	0	1	0	0	1	0	0	1	1.5	1.5	1.5	85.75	787	787;787	1	1			0	12.277			By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	1				219	230	True	255	907	745	745				
Q9V3P3	Q9V3P3	1	1	1		REG	tr|Q9V3P3|Q9V3P3_DROME LD45860p OS=Drosophila melanogaster OX=7227 GN=REG PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.6	8.6	8.6	28.121	245	245	2	1	1	1	0	88.44	By matching	By matching	By MS/MS	14535	14971	9236.8	1832.3	3640.4	5054	37649	4555.7	2492.3	6838.3	13734	14067	9601.1	2735	4472.4	4928.7	35727	4795.1	3950.2	6544.5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14535	14971	9236.8	1832.3	3640.4	5054	37649	4555.7	2492.3	6838.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13734	14067	9601.1	2735	4472.4	4928.7	35727	4795.1	3950.2	6544.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	8.6	8.6	8.6	9858900	3250400	957980	5650500	704210	232170	68427	403600	1				220	42	True	47	159;160;161	139	139				
Q9V3U6	Q9V3U6	2	2	2		26-29-p	tr|Q9V3U6|Q9V3U6_DROME 26-29kD-proteinase OS=Drosophila melanogaster OX=7227 GN=26-29-p PE=1 SV=1	1	2	2	2	2	2	2	2	2	2	2	2	2	4.2	4.2	4.2	62.129	549	549	2.06	5	7	6	0	90.093	By MS/MS	By MS/MS	By MS/MS	340950	282510	192420	21193	90896	67693	83596	33147	18573	16952	322070	265390	201040	38094	98072	65376	83663	35037	20751	16646	19	19	19	17	19	19	19	18	14	14	109800	69794	50637	5049.7	30900	17554	16656	12453	4080.5	6812	136390	130010	97105	7046.2	44103	34034	13385	11198	13730	1066	94756	82711	44678	9097.3	15893	16105	53555	9497	762.16	9074.1	103680	65563	54122	8974.9	32309	16986	17294	12894	4401.4	6678.7	128910	122110	99331	15173	47451	32625	15110	12149	13533	1214.7	89476	77715	47586	13946	18311	15764	51260	9993.8	2816.9	8752.8	8	8	8	6	8	8	8	8	4	7	5	5	5	5	5	5	5	5	5	3	6	6	6	6	6	6	6	5	5	4	4.2	4.2	4.2	307650000	120180000	93635000	93838000	11833000	4622200	3601300	3609200	19				221	155;156	True;True	173;174	629;630;631;632;633;634;635;636;637;638;639;640;641;642;643;644;645;646	508;509;510;511;512;513;514;515;516;517;518;519;520;521;522;523;524;525;526	514;526				
Q9V3W0	Q9V3W0	1	1	1		UK114	sp|Q9V3W0|UK114_DROME RutC family protein UK114 OS=Drosophila melanogaster OX=7227 GN=UK114 PE=2 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	15.2	15.2	15.2	14.876	138	138	2	2	2	2	0	16.441	By MS/MS	By MS/MS	By MS/MS	24837	21958	12196	2107.3	8431.3	8494.4	12975	9189.1	6466.7	10185	23455	20629	12970	3477.9	8836.5	8257.1	12811	9497.3	6656.7	9758.1	4	4	4	4	4	4	4	4	4	3	9163.1	7054.2	3875.9	688.31	3120.5	3615.4	4240.8	3411.9	3251.6	4860.8	2868.6	3329.8	3063.9	231.17	2250.3	1494.8	1288.8	1962.7	1669.1	0	12805	11573	5256.4	1187.9	3060.5	3384.1	7445.1	3814.5	1545.9	5324.7	8650.8	6627.6	4199.6	1142.3	3226.2	3499.9	4235.9	3576.8	3250.4	4656	2715.2	3127.9	3062.2	446.78	2318.5	1447.8	1368.4	1950.6	1630.8	0	12089	10874	5708.3	1888.8	3291.8	3309.4	7206.4	3969.9	1775.6	5102.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	15.2	15.2	15.2	36357000	6500600	15847000	14010000	4039700	722290	1760700	1556700	4				222	262	True	288	1015;1016;1017;1018;1019;1020	824;825;826;827	826		151		117
Q9V429	Q9V429	1	1	1	Thioredoxin-2	Trx-2	sp|Q9V429|THIO2_DROME Thioredoxin-2 OS=Drosophila melanogaster OX=7227 GN=Trx-2 PE=1 SV=3	1	1	1	1	0	0	1	0	0	1	0	0	1	23.6	23.6	23.6	11.737	106	106	1	1			0	20.227			By MS/MS	2247.9	2961.6	1129.1	273.67	232.86	890.12	2360.6	1875.4	1026.2	2259.3	2122.9	2782.4	1194.3	454.95	318.05	881.31	2264.2	1911	1069.2	2170.8	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2247.9	2961.6	1129.1	273.67	232.86	890.12	2360.6	1875.4	1026.2	2259.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2122.9	2782.4	1194.3	454.95	318.05	881.31	2264.2	1911	1069.2	2170.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	23.6	1243200	0	0	1243200	248640	0	0	248640	1				223	364	True	396	1345	1096	1096		152;153		68;75
Q9V436	Q9V436	1	1	1		Rpn12	tr|Q9V436|Q9V436_DROME 26S proteasome regulatory complex subunit p30 OS=Drosophila melanogaster OX=7227 GN=Rpn12 PE=1 SV=1	1	1	1	1	0	0	1	0	0	1	0	0	1	6.4	6.4	6.4	30.225	264	264	1	1			0	10.359			By MS/MS	2583	2432.6	1203	769.67	1263.8	1359	4493.3	1207.1	0	1000.5	2439	2288.5	1297.5	901.23	1320.3	1335.8	4295.7	1246.8	0	970.02	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2583	2432.6	1203	769.67	1263.8	1359	4493.3	1207.1	0	1000.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2439	2288.5	1297.5	901.23	1320.3	1335.8	4295.7	1246.8	0	970.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	6.4	945030	0	0	945030	63002	0	0	63002	1				224	85	True	95	310	240	240				
